track_id,danceability,energy,acousticness,valence,tempo,loudness,liveness,speechiness,duration_ms,genres,acoustic_electronic_ratio,ratio_fixed,ratio_log,duration_norm,cluster,pca_1,pca_2,anomaly
1,0.5247240713084176,0.06273433268570325,0.4491652695394768,0.30517528417542883,100.8734287314296,-12.820208796223437,0.10513548659641826,0.026302477122357486,415996.58310984704,pop,7.159799910358155,7.159799910358155,2.0992196478859344,415.99658310984705,1,1.348332750712622,0.2544016359646436,1
2,0.8704285838459498,0.039058493688916916,0.8458820802102496,0.10550738539797529,122.54555514672236,-12.734624529806194,0.20315691756328985,0.012380856145568058,591968.6695191569,r&b,21.65680240890277,21.65680240890277,3.120460133943761,591.968669519157,1,1.9830211422073276,1.9339886920775466,-1
3,0.7391963650868432,0.2590249789331943,0.43226992094404715,0.28730565360944493,124.68016572501139,0.0,0.1999499499307202,0.10086139933598837,330889.239457529,acoustic,1.6688348850538264,1.6688348850538264,0.9816420045348946,330.88923945752896,0,-0.22992089768073848,1.0957562742667775,1
4,0.659195090518222,0.005919971436676397,0.4755150925644101,0.3359345482166842,119.75784900115468,-1.9494552563061998,0.14820010913127174,0.08297385071564728,101491.02707523665,hiphop,80.32388291916739,80.32388291916739,4.398439736257297,101.49102707523664,1,2.978821754049115,0.5350511942950873,1
5,0.39361118426546193,0.289312616038402,0.8457677250926181,0.7204705002844769,93.42470023826888,-10.22762745508151,0.006346952706873299,0.13619410117068417,111375.57461843963,pop,2.9233696638391837,2.9233696638391837,1.3669508926731426,111.37557461843963,0,0.11190642634100582,-1.9921150740385718,1
6,0.3935967122017216,0.06566464427586162,0.6143660119901458,0.5388226714351847,148.22271148434217,-11.945004759058591,0.08789731297261474,0.10211452758070393,30000.0,r&b,9.356115741816138,9.356115741816138,2.3375772381319875,30.0,1,1.5658451513315779,-0.5378289861463832,1
7,0.33485016730091965,0.040721504280194894,0.32989505409429604,0.36487763233457593,119.61429698117267,-10.705615582408283,0.21200745295522824,0.09550843738766784,47747.95619274497,pop,8.101249202985414,8.101249202985414,2.2084116791547888,47.747956192744965,1,1.5420174783317477,-1.2086973817535855,1
8,0.8197056874649611,0.6082827764062543,0.39029365419970885,0.5776613745056892,141.2643653314352,-5.559044929111376,0.12317596154739713,0.097894670530182,585854.9239037934,pop,0.6416319339264722,0.6416319339264722,0.49569082873302683,585.8549239037934,0,-1.799742641505548,1.5168282654333998,1
9,0.6606690070459253,0.2666419419201564,0.6146307736613268,0.7306510856690028,60.66117608453105,-5.862612566361579,0.02084213083728036,0.060126748762809414,286236.72375759674,hiphop,2.305079123093743,2.305079123093743,1.1954604134387896,286.23672375759674,0,-0.012136606723782917,-0.8906079760106878,1
10,0.7248435466776273,0.07309079023089861,0.2979198133759522,0.5880375397593103,131.37804550117022,-8.595583226117437,0.2693617065997033,0.10825882407744658,175950.72016427165,rock,4.076023975589865,4.076023975589865,1.6245282731644428,175.95072016427164,0,0.9458263869738242,-0.3599423279824415,1
11,0.31235069657748143,0.06543315001048264,0.7955119742057587,0.15619312787677408,103.67507403160465,-0.13718519413563612,0.17566033076079815,0.13413723242459744,600000.0,hiphop,12.157629184569513,12.157629184569513,2.5770017565194303,600.0,1,1.5881952897869311,0.2704254874532504,-1
12,0.8819459112971966,0.5592041535234773,0.7492085830261918,0.29280369445290744,136.9781154280421,-10.144278019028716,0.024782677246878024,0.10374091331546795,314731.955302345,pop,1.339776498986139,1.339776498986139,0.850055411554142,314.731955302345,0,-1.3701471057117411,1.1427778447668704,1
13,0.7994655844802532,0.197451443407633,0.512683449322522,0.3286914681813673,162.65471135762886,-14.56143038229827,0.013881200204448396,0.01694468307332095,209385.98811180552,rock,2.5965039326863835,2.5965039326863835,1.279962243800662,209.38598811180552,0,0.30641277762764946,1.9535351984592475,-1
14,0.4274034664069657,0.0017562478821898906,0.92,0.3903465661892137,88.7952332830073,0.0,0.028668328518110874,0.06782611976812626,160549.2157429541,acoustic,523.844048058204,241.38743147286934,5.490537402491433,160.54921574295412,1,3.761004131042511,0.026901311895424683,1
15,0.4090949803242604,0.08363261421841772,0.9495743412178124,0.11970039479459596,139.45634362645342,-3.340842615624185,0.29967625115580093,0.06055463384782666,137816.35307670565,pop,11.354115258646255,11.354115258646255,2.513989226892341,137.81635307670564,1,1.493632409815684,0.646427176143575,-1
16,0.41004270591206027,0.6396548139986185,0.4670605406803429,0.6954425524323897,103.02914843250268,-7.820086473168341,0.08464875988304105,0.07266658260511795,426212.3399973972,electronic,0.7301759174775032,0.7301759174775032,0.5482230897431568,426.21233999739724,0,-1.7556926584808865,-0.44202794565313924,1
17,0.4825453457757226,0.0958152785994871,0.8125178404038449,0.4762912858491316,71.21421026082666,-6.165710229673918,0.21083998329150996,0.04372626582305129,144954.06362462926,hiphop,8.480044647161254,8.480044647161254,2.249189025872006,144.95406362462924,1,1.3064704154980613,-1.1792850014254317,1
